#TYPE System.Diagnostics.Eventing.Reader.EventLogRecord,,,,,,,,,,,,,,,,,,,,,,,,,,
Message,Id,Version,Qualifiers,Level,Task,Opcode,Keywords,RecordId,ProviderName,ProviderId,LogName,ProcessId,ThreadId,MachineName,UserId,TimeCreated,ActivityId,RelatedActivityId,ContainerLog,MatchedQueryIds,Bookmark,LevelDisplayName,OpcodeDisplayName,TaskDisplayName,KeywordsDisplayNames,Properties
"Music.UI (10836,R,98) {9EA6A508-23ED-40F4-9232-7BBEC5CF7BC7}: The database engine is initiating recovery steps.",300,,0,4,3,,3.60E+16,2650,ESENT,,Application,,,DESKTOP-8OGP4P6,,2/17/21 17:00,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,Logging/Recovery,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"Music.UI (10836,P,98) {9EA6A508-23ED-40F4-9232-7BBEC5CF7BC7}: The database engine (10.00.18362.0000) is starting a new instance (0).",102,,0,4,1,,3.60E+16,2649,ESENT,,Application,,,DESKTOP-8OGP4P6,,2/17/21 17:00,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,General,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
The VSS service is shutting down due to idle timeout. ,8224,,0,4,0,,3.60E+16,2648,VSS,,Application,,,DESKTOP-8OGP4P6,,2/17/21 16:38,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Successfully scheduled Software Protection service for re-start at 2121-01-25T00:36:06Z. Reason: RulesEngine.,16384,0,16384,4,0,0,3.60E+16,2647,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/17/21 16:36,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Offline downlevel migration succeeded.,16394,0,49152,4,0,0,3.60E+16,2646,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/17/21 16:35,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Successfully scheduled Software Protection service for re-start at 2121-01-25T00:35:08Z. Reason: RulesEngine.,16384,0,16384,4,0,0,3.60E+16,2645,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/17/21 16:35,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Offline downlevel migration succeeded.,16394,0,49152,4,0,0,3.60E+16,2644,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/17/21 16:34,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Successfully scheduled Software Protection service for re-start at 2121-01-25T00:27:55Z. Reason: RulesEngine.,16384,0,16384,4,0,0,3.60E+16,2643,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/17/21 16:27,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Subject: Security ID: LB\administrator  Account Name: hacker    Object Name: C:\Sales\accounting.txt  Handle ID: 0x178 ,4663,,0,4,0,,3.60E+16,2642,gupdate,,Application,,,DESKTOP-8OGP4P6,,2/17/21 16:27,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,,,,,System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.,15,,0,4,0,,3.60E+16,2641,SecurityCenter,,Application,,,DESKTOP-8OGP4P6,,2/17/21 16:27,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Offline downlevel migration succeeded.,16394,0,49152,4,0,0,3.60E+16,2640,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/17/21 16:26,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Failure to instantiate storage folder C:\Users\mcguertyj\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\LocalCache for package Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe with Error Code: -2147024809,13,0,,2,0,0,-9.22E+18,2639,Microsoft-Windows-AppModel-State,bff15e13-81bf-45ee-8b16-7cfead00da86,Application,7176,472,DESKTOP-8OGP4P6,S-1-5-21-110707328-881830710-1281915939-1001,2/16/21 17:34,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Error,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Failure to instantiate storage folder C:\Users\mcguertyj\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\LocalCache for package Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe with Error Code: -2147024809,13,0,,2,0,0,-9.22E+18,2638,Microsoft-Windows-AppModel-State,bff15e13-81bf-45ee-8b16-7cfead00da86,Application,10340,5068,DESKTOP-8OGP4P6,S-1-5-21-110707328-881830710-1281915939-1001,2/16/21 17:21,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Error,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Successfully scheduled Software Protection service for re-start at 2121-01-24T01:15:59Z. Reason: RulesEngine.,16384,0,16384,4,0,0,3.60E+16,2637,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/16/21 17:15,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.,15,,0,4,0,,3.60E+16,2636,SecurityCenter,,Application,,,DESKTOP-8OGP4P6,,2/16/21 17:15,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Subject: Security ID: LB\administrator  Account Name: hacker    Object Name: C:\Sales\accounting.txt  Handle ID: 0x178 ,4663,,0,4,0,,3.60E+16,2635,gupdate,,Application,,,DESKTOP-8OGP4P6,,2/16/21 17:14,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,,,,,System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Offline downlevel migration succeeded.,16394,0,49152,4,0,0,3.60E+16,2634,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/16/21 17:14,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Successfully scheduled Software Protection service for re-start at 2121-01-23T04:50:23Z. Reason: RulesEngine.,16384,0,16384,4,0,0,3.60E+16,2633,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/15/21 20:50,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Offline downlevel migration succeeded.,16394,0,49152,4,0,0,3.60E+16,2632,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/15/21 20:49,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Failure to instantiate storage folder C:\Users\mcguertyj\AppData\Local\Packages\Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe\LocalCache for package Microsoft.MicrosoftOfficeHub_8wekyb3d8bbwe with Error Code: -2147024809,13,0,,2,0,0,-9.22E+18,2631,Microsoft-Windows-AppModel-State,bff15e13-81bf-45ee-8b16-7cfead00da86,Application,1684,788,DESKTOP-8OGP4P6,S-1-5-21-110707328-881830710-1281915939-1001,2/15/21 19:34,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Error,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Successfully scheduled Software Protection service for re-start at 2121-01-23T01:06:46Z. Reason: RulesEngine.,16384,0,16384,4,0,0,3.60E+16,2630,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/15/21 17:06,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Offline downlevel migration succeeded.,16394,0,49152,4,0,0,3.60E+16,2629,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/15/21 17:06,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Successfully scheduled Software Protection service for re-start at 2121-01-23T01:04:24Z. Reason: RulesEngine.,16384,0,16384,4,0,0,3.60E+16,2628,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/15/21 17:04,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Offline downlevel migration succeeded.,16394,0,49152,4,0,0,3.60E+16,2627,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/15/21 17:03,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Successfully scheduled Software Protection service for re-start at 2121-01-23T00:54:01Z. Reason: RulesEngine.,16384,0,16384,4,0,0,3.60E+16,2626,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/15/21 16:54,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.,15,,0,4,0,,3.60E+16,2625,SecurityCenter,,Application,,,DESKTOP-8OGP4P6,,2/15/21 16:53,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.,15,,0,4,0,,3.60E+16,2624,SecurityCenter,,Application,,,DESKTOP-8OGP4P6,,2/15/21 16:53,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.,15,,0,4,0,,3.60E+16,2623,SecurityCenter,,Application,,,DESKTOP-8OGP4P6,,2/15/21 16:53,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.,15,,0,4,0,,3.60E+16,2622,SecurityCenter,,Application,,,DESKTOP-8OGP4P6,,2/15/21 16:53,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.,15,,0,4,0,,3.60E+16,2621,SecurityCenter,,Application,,,DESKTOP-8OGP4P6,,2/15/21 16:53,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Subject: Security ID: S-1-5-18 Account Name: DESKTOP-8OGP4P6$ Account Domain: WORKGROUP Logon ID: 0x3E7Logon Information: Logon Type: 4 Restricted Admin Mode: - Virtual Account: No Elevated Token: YesImpersonation Level: ImpersonationNew Logon: Security ID: S-1-5-18 Account Name: strangelove Account Domain: NT AUTHORITY Logon ID:,4624,0,49152,4,0,0,3.60E+16,2620,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/15/21 16:53,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
The VSS service is shutting down due to idle timeout. ,8224,,0,4,0,,3.60E+16,2619,VSS,,Application,,,DESKTOP-8OGP4P6,,2/15/21 16:46,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Successfully scheduled Software Protection service for re-start at 2121-01-23T00:43:54Z. Reason: RulesEngine.,16384,0,16384,4,0,0,3.60E+16,2618,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/15/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.,15,,0,4,0,,3.60E+16,2617,SecurityCenter,,Application,,,DESKTOP-8OGP4P6,,2/15/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.,15,,0,4,0,,3.60E+16,2616,SecurityCenter,,Application,,,DESKTOP-8OGP4P6,,2/15/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.,15,,0,4,0,,3.60E+16,2615,SecurityCenter,,Application,,,DESKTOP-8OGP4P6,,2/15/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.,15,,0,4,0,,3.60E+16,2614,SecurityCenter,,Application,,,DESKTOP-8OGP4P6,,2/15/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Updated Windows Defender status successfully to SECURITY_PRODUCT_STATE_ON.,15,,0,4,0,,3.60E+16,2613,SecurityCenter,,Application,,,DESKTOP-8OGP4P6,,2/15/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Offline downlevel migration succeeded.,16394,0,49152,4,0,0,3.60E+16,2612,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/15/21 16:43,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Successfully scheduled Software Protection service for re-start at 2121-01-23T00:42:41Z. Reason: RulesEngine.,16384,0,16384,4,0,0,3.60E+16,2611,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/15/21 16:42,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Ending session 0 started ?2021?-?02?-?16T00:42:10.885585900Z.,10001,0,,4,0,0,-9.22E+18,2610,Microsoft-Windows-RestartManager,0888e5ef-9b98-4695-979d-e92ce4247224,Application,10140,7944,DESKTOP-8OGP4P6,S-1-5-18,2/15/21 16:42,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Starting session 0 - ?2021?-?02?-?16T00:42:10.885585900Z.,10000,0,,4,0,0,-9.22E+18,2609,Microsoft-Windows-RestartManager,0888e5ef-9b98-4695-979d-e92ce4247224,Application,10140,6684,DESKTOP-8OGP4P6,S-1-5-18,2/15/21 16:42,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Ending a Windows Installer transaction: C:\Windows\TEMP\UpdHealthTools.msi. Client Process Id: 2008.,1042,,0,4,0,,3.60E+16,2608,MsiInstaller,,Application,,,DESKTOP-8OGP4P6,S-1-5-18,2/15/21 16:42,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Windows Installer installed the product. Product Name: Microsoft Update Health Tools. Product Version: 2.70.0.0. Product Language: 0. Manufacturer: Microsoft Corporation. Installation success or error status: 0.,1033,,0,4,0,,3.60E+16,2607,MsiInstaller,,Application,,,DESKTOP-8OGP4P6,S-1-5-18,2/15/21 16:42,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Product: Microsoft Update Health Tools -- Installation completed successfully.,11707,,0,4,0,,3.60E+16,2606,MsiInstaller,,Application,,,DESKTOP-8OGP4P6,S-1-5-18,2/15/21 16:42,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Beginning a Windows Installer transaction: C:\Windows\TEMP\UpdHealthTools.msi. Client Process Id: 2008.,1040,,0,4,0,,3.60E+16,2605,MsiInstaller,,Application,,,DESKTOP-8OGP4P6,S-1-5-18,2/15/21 16:42,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,Info,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Offline downlevel migration succeeded.,16394,0,49152,4,0,0,3.60E+16,2604,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/15/21 16:42,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Successfully scheduled Software Protection service for re-start at 2121-01-23T00:41:55Z. Reason: RulesEngine.,16384,0,16384,4,0,0,3.60E+16,2603,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/15/21 16:41,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Offline downlevel migration succeeded.,16394,0,49152,4,0,0,3.60E+16,2602,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/15/21 16:41,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Successfully scheduled Software Protection service for re-start at 2121-01-23T00:40:29Z. Reason: RulesEngine.,16384,0,16384,4,0,0,3.60E+16,2601,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/15/21 16:40,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
"These policies are being excluded since they are only defined with override-only attribute.
Policy Names=(Security-SPP-Reserved-EnableNotificationMode) 
App Id=55c92734-d682-4d71-983e-d6ec3f16059f
Sku Id=4de7cb65-cdf1-4de9-8ae8-e3cce27b9f2c",1033,0,16384,4,0,0,3.60E+16,2600,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/15/21 16:39,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Subject: Security ID: S-1-5-18 Account Name: DESKTOP-8OGP4P6$ Account Domain: WORKGROUP Logon ID: 0x3E7Logon Information: Logon Type: 4 Restricted Admin Mode: - Virtual Account: No Elevated Token: YesImpersonation Level: ImpersonationNew Logon: Security ID: S-1-5-18 Account Name: strangelove Account Domain: NT AUTHORITY Logon ID:,4624,0,16384,4,0,0,3.60E+16,2599,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/15/21 16:39,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Subject: Security ID: S-1-5-18 Account Name: DESKTOP-8OGP4P6$ Account Domain: WORKGROUP Logon ID: 0x3E7Logon Information: Logon Type: 3 Restricted Admin Mode: - Virtual Account: No Elevated Token: YesImpersonation Level: ImpersonationNew Logon: Security ID: S-1-5-18 Account Name: user1 Account Domain: NT AUTHORITY Logon ID:,4624,0,16384,4,0,0,3.60E+16,2598,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/15/21 16:39,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
Subject: Security ID: S-1-5-18 Account Name: DESKTOP-8OGP4P6$ Account Domain: WORKGROUP Logon ID: 0x3E7Logon Information: Logon Type: 5 Restricted Admin Mode: - Virtual Account: No Elevated Token: YesImpersonation Level: ImpersonationNew Logon: Security ID: S-1-5-18 Account Name: user2 Account Domain: NT AUTHORITY Logon ID:,4624,0,16384,4,0,0,3.60E+16,2597,Microsoft-Windows-Security-SPP,e23b33b0-c8c9-472c-a5f9-f2bdfea0f156,Application,0,0,DESKTOP-8OGP4P6,,2/15/21 16:39,,,Application,System.UInt32[],System.Diagnostics.Eventing.Reader.EventBookmark,Information,,,System.Collections.ObjectModel.ReadOnlyCollection`1[System.String],System.Collections.Generic.List`1[System.Diagnostics.Eventing.Reader.EventProperty]
